cal_year,engine_cc,vehicle_value,age,ncd_level,gross_amount
2024,1066,29689,30,2,3452.07927
2019,600,11545,37,3,3890.764822
2021,1275,28159,37,0,7381.90782
2016,949,27185,34,2,19273.42466
2018,949,27185,36,1,6872.298193
2019,949,27185,37,0,36566.913
2019,5103,90000,45,2,43586.73781
2024,5103,90000,50,5,9528.217939
2020,600,17052,37,1,1909.577838
2024,600,17052,41,3,14773.17412
2020,865,20666,70,4,7647.905169
2021,600,11941,61,2,20786.34699
2020,1177,31903,39,5,9864.555786
2022,1177,31903,41,4,3962.350001
2020,1122,31861,66,2,4558.548085
2021,678,19075,28,1,4640.366701
2024,678,19075,31,1,11960.50276
2022,2321,58147,65,5,3258.502761
2024,966,22906,41,5,14686.56478
2017,602,19116,38,1,1715.337473
2024,1061,27132,63,1,17121.0497
2023,600,13175,39,0,17768.57771
2016,600,11019,24,1,8731.930443
2016,600,11019,24,1,4710.545142
2023,2023,51524,28,3,5687.884846
2018,1512,35037,39,2,16086.70433
2019,600,8828,40,4,10869.10891
2023,600,8828,44,5,4734.329892
2022,3206,74077,40,0,6996.330519
2024,3206,74077,42,1,12110.95819
2019,1507,34588,58,5,21383.13163
2017,1768,49249,34,2,12345.8354
2017,1768,49249,34,2,20116.45634
2022,1768,49249,39,4,9721.63156
2021,600,19724,36,0,8962.32107
2022,600,12819,47,5,9513.649504
2023,600,10825,47,5,6449.829571
2021,600,20577,44,1,27526.03805
2019,695,16954,29,2,16375.45505
2019,695,16954,29,2,7622.085103
2018,755,19311,46,1,3199.70372
2018,600,9191,19,0,4851.00832
2019,1203,29712,22,2,9618.691832
2019,1203,29712,22,2,31841.69701
2019,1203,29712,22,2,7622.775414
2022,1203,29712,25,2,1376.034739
2024,600,8400,52,1,31220.64226
2024,600,8400,52,1,10951.00445
2017,600,14365,42,1,4672.40579
2021,600,14770,35,1,11231.29886
2023,600,14770,37,1,13605.58012
2024,621,11517,29,1,29620.65552
2024,621,11517,29,1,12675.98038
2021,970,25319,44,5,1576.826834
2022,970,25319,45,3,27875.78599
2019,700,20282,46,3,12367.45884
2023,700,20282,50,3,27126.37515
2024,700,20282,51,1,53891.34712
2022,600,13642,42,5,4764.992939
2018,600,14193,37,1,8478.172329
2021,996,29683,53,5,24040.91055
2023,600,9685,40,1,9616.202864
2024,600,9685,41,0,8333.229071
2021,600,13706,52,3,22173.11124
2020,600,15919,40,5,10311.94975
2020,600,15919,40,5,12153.12092
2023,600,12554,41,3,14724.81306
2018,2089,51691,35,2,7249.033504
2018,2089,51691,35,2,2674.383948
2018,2089,51691,35,2,7403.797685
2018,2089,51691,35,2,16654.62624
2019,2089,51691,36,0,16567.76017
2024,600,12602,43,5,21621.46646
2024,600,15487,55,3,3900.908622
2020,600,21735,30,5,20413.108
2021,600,21735,31,3,7057.822675
2021,600,21735,31,3,2929.100639
2024,606,19877,49,2,9648.6557
2022,600,6900,64,3,30340.22838
2021,5141,90000,35,3,6823.959442
2021,5141,90000,35,3,9527.522243
2024,600,11750,56,1,10567.9661
2018,600,11846,39,1,8166.75929
2020,600,11846,41,1,11607.86999
2022,658,18838,48,1,6812.243634
2022,658,18838,48,1,10980.27072
2020,677,18451,52,3,1996.464479
2024,677,18451,56,4,3703.273106
2017,828,23524,40,2,4731.549818
2017,828,23524,40,2,59704.26526
2019,828,23524,42,1,15739.2346
2022,726,17662,37,3,6833.864811
2022,726,17662,37,3,12262.72248
2020,600,12416,24,2,3597.376396
2021,600,12416,25,0,4467.845051
2017,1114,31697,21,1,8817.1603
2017,1114,31697,21,1,7685.466965
2020,1717,46678,58,3,23048.84002
2020,1717,46678,58,3,15020.62666
2022,600,10759,24,3,6844.490763
2022,600,10759,24,3,2911.527234
2022,600,10759,24,3,1309.002626
2022,600,10759,24,3,6085.872026
2017,1675,47514,49,3,18582.82166
2022,600,12408,39,0,5204.506238
2018,660,10852,36,2,2392.519718
2022,2137,47663,47,5,5390.298867
2024,600,18371,70,2,5887.007826
2022,3563,73255,55,5,2452.07594
2016,600,12857,33,1,3569.619572
2016,600,12857,33,1,2751.59244
2020,600,12857,37,3,2084.628254
2022,600,12857,39,2,2749.975086
2018,835,21003,37,1,10266.27552
2018,835,21003,37,1,6359.135602
2024,600,8633,46,1,25144.79716
2021,2967,69925,59,4,47392.99505
2023,2967,69925,61,3,150486.4255
2019,600,12947,22,1,10478.21742
2019,600,12947,22,1,9298.393906
2022,600,12947,25,2,21544.0642
2023,600,12947,26,0,14121.21945
2023,600,12947,26,0,26226.70611
2022,600,7980,27,3,4152.734122
2020,600,18055,34,4,7429.941511
2021,600,18055,35,2,15525.82749
2022,600,18055,36,0,21718.12561
2020,1584,42851,50,4,6138.366459
2023,1584,42851,53,4,15606.63739
2019,1291,37154,28,1,9919.140552
2019,1291,37154,28,1,16633.21949
2019,1291,37154,28,1,18341.84234
2020,1291,37154,29,0,37214.24485
2018,1041,26053,31,1,4536.164859
2018,1041,26053,31,1,5702.924105
2019,1041,26053,32,0,14693.64511
2021,1041,26053,34,1,6443.451339
2021,1041,26053,34,1,7798.311932
2023,1041,26053,36,1,8473.596357
2022,600,10362,41,0,10448.22425
2023,600,15792,54,2,6222.156804
2023,600,15792,54,2,11612.86901
2019,1029,29043,40,3,13395.83603
2023,600,8765,51,4,1939.127442
2022,600,13355,50,2,5612.318565
2020,600,13434,39,2,28487.7803
2022,600,13434,41,1,21684.35662
2020,600,14271,53,1,9088.77619
2020,2646,62081,39,4,19817.88811
2020,2646,62081,39,4,10362.3049
2020,2646,62081,39,4,15910.51989
2017,600,11384,45,1,6874.170722
2018,1365,35400,45,1,2342.729364
2019,1056,30537,50,5,13254.38038
2022,1056,30537,53,5,16888.48919
2023,600,10317,58,4,7205.662872
2024,600,13061,47,1,5131.671803
2019,600,17094,20,2,15534.88646
2020,600,17094,21,0,22977.32921
2023,600,17094,24,2,12960.52639
2024,600,17094,25,0,66392.59636
2024,600,17094,25,0,7683.264539
2019,1693,42422,44,1,4214.954188
2022,652,17763,59,2,12597.35621
2017,2175,49418,31,1,21899.86234
2017,2175,49418,31,1,13288.80715
2017,2175,49418,31,1,5662.299733
2017,2175,49418,31,1,7297.676215
2023,1652,36761,54,2,11899.62434
2020,600,10551,53,4,6567.926321
2022,600,10551,55,3,10089.93878
2022,2069,57138,50,4,16808.39395
2023,2069,57138,51,2,7102.731793
2021,2254,49653,34,2,2532.038235
2024,863,21613,56,2,11270.19109
2024,903,25306,45,1,4401.604309
2019,600,8910,35,1,9698.284093
2021,600,8910,37,1,4051.209078
2022,600,8910,38,0,8870.873479
2018,600,15131,25,2,15689.56866
2021,600,15131,28,2,9830.982087
2021,600,15131,28,2,9103.912627
2020,1074,28207,61,2,27097.25742
2022,1360,29271,53,2,3474.61036
2023,1360,29271,54,0,17496.01797
2023,1598,37498,53,5,32814.6493
2020,688,16347,54,4,3852.647159
2022,658,16043,50,2,15790.3087
2022,658,16043,50,2,7688.426566
2022,1978,49484,77,2,28981.18078
2017,600,11334,24,1,7182.368893
2022,600,14380,41,5,14407.22667
2019,600,15059,45,1,10027.70016
2022,600,15059,48,2,9797.881055
2022,600,15059,48,2,6075.820267
2024,600,15059,50,1,19504.63958
2023,600,11421,42,3,3517.943558
2023,600,11421,42,3,10457.5144
2017,747,17132,47,2,5619.62097
2018,600,13121,35,2,2437.328169
2024,1097,35619,52,1,28925.98791
2020,600,13225,37,2,5948.933581
2021,600,13225,38,0,7605.409515
2021,600,13225,38,0,5734.333202
2021,600,11198,61,5,34952.98734
2023,600,15367,42,3,15174.22056
2023,600,15367,42,3,7048.321748
2024,2557,58986,34,1,38226.68017
2024,600,6948,54,5,10435.27663
2017,600,11511,32,2,1153.518927
2021,600,11976,55,2,3384.005402
2021,615,12766,46,5,13136.33082
2022,600,9424,39,2,19128.85608
2020,600,13391,66,4,15466.95226
2021,600,13391,67,2,7849.651168
2023,600,15167,43,2,2873.722882
2024,600,12780,35,1,44789.02699
2018,600,10075,37,1,11612.02674
2024,743,15501,34,2,16936.31842
2019,630,18076,23,1,8385.202068
2024,2111,48671,54,5,37774.26315
2024,2111,48671,54,5,2832.287262
2021,1248,38923,56,5,15457.43469
2022,1248,38923,57,3,6720.107565
2023,1248,38923,58,1,3144.119136
2018,600,15014,25,1,15523.99251
2018,600,15014,25,1,10256.57667
2024,3343,82223,39,5,9493.820427
2024,600,15468,38,1,5442.266354
2023,600,17553,43,4,2138.109696
2020,693,14772,34,4,26136.97649
2023,1761,34216,44,1,8398.388255
2023,1761,34216,44,1,15526.45673
2017,600,12684,38,2,2798.276858
2021,600,12684,42,3,10053.34076
2022,600,12684,43,1,16575.74997
2022,600,12684,43,1,13054.76775
2022,600,12684,43,1,10259.0397
2022,600,12684,43,1,18258.64955
2021,827,20916,43,1,4234.313558
2021,827,20916,43,1,6525.81417
2024,827,20916,46,2,20073.14988
2024,600,10369,58,2,12106.20144
2016,667,21378,24,1,975.2930469
2023,600,11867,53,3,19727.65499
2020,3079,74147,41,1,5652.435758
2022,3079,74147,43,1,50877.5418
2023,1365,35034,53,1,5681.693766
2024,1365,35034,54,0,47681.09929
2024,1365,35034,54,0,55627.06079
2022,600,10887,37,2,8569.11261
2023,600,14946,44,4,60993.88804
2016,600,10078,30,1,6462.38708
2022,600,10078,36,5,9536.671749
2022,823,14174,44,2,3371.641422
2022,823,14174,44,2,7285.595269
2022,600,9554,26,0,13911.58838
2020,1467,39504,54,1,7221.807407
2021,1467,39504,55,0,7538.876506
2022,1467,39504,56,0,10286.68687
2019,2488,55145,38,1,98015.33853
2021,600,12224,44,2,17167.76545
2023,600,15943,49,2,141666.3655
2017,2838,67809,34,1,4332.810186
2018,2838,67809,35,0,18007.53216
2019,2838,67809,36,0,3600.785429
2020,2838,67809,37,0,2509.237397
2024,2838,67809,41,3,12080.93485
2023,600,22667,48,5,9533.298445
2019,600,17676,40,1,4513.358928
2022,947,21004,51,5,1531.861323
2023,1979,46734,41,2,7531.317578
2017,709,17025,32,0,9387.649246
2020,709,17025,35,2,43937.49893
2020,709,17025,35,2,6251.189044
2020,709,17025,35,2,3842.418971
2020,709,17025,35,2,6854.644628
2020,709,17025,35,2,8427.932859
2020,709,17025,35,2,10470.7928
2020,709,17025,35,2,38063.56562
2021,709,17025,36,0,4667.978058
2019,600,13068,59,1,10984.73741
2024,703,19098,51,2,19215.05234
2017,600,14908,21,1,9439.997717
2017,600,14908,21,1,6965.157115
2024,1849,49059,61,3,3745.949071
2023,600,17646,56,3,9513.817886
2019,672,14817,27,2,11341.8009
2020,718,22407,37,1,18136.31048
2017,600,11885,38,0,4954.471868
2022,1017,20934,53,5,9310.501975
2022,893,22206,65,5,3651.05037
2020,2884,61822,28,1,11536.0188
2020,600,8771,48,1,14242.42333
2020,600,8771,48,1,2715.094231
2021,600,7099,43,1,7771.801661
2023,600,7099,45,1,1602.116893
2023,600,7099,45,1,34756.8306
2020,600,11382,44,2,1935.95573
2019,600,10839,54,4,6657.305333
2023,600,10839,58,5,3096.227282
2024,600,10984,64,3,43192.12356
2022,860,32010,64,3,15053.84383
2023,860,32010,65,1,44203.47294
2023,860,32010,65,1,23575.84463
2023,860,32010,65,1,55968.22557
2024,860,32010,66,0,68978.3234
2024,860,32010,66,0,63257.9565
2017,600,10602,47,2,564.5755454
2022,689,15678,72,4,7794.963105
2022,600,19658,31,3,8843.388616
2024,600,19658,33,2,6950.233514
2020,600,12939,35,2,8732.42613
2022,600,13358,64,3,19342.7122
2023,1029,20353,40,4,6160.689963
2024,868,22901,40,5,13745.03271
2024,868,22901,40,5,12537.4164
2017,806,17449,23,0,5872.126155
2017,806,17449,23,0,9601.186956
2020,806,17449,26,2,6298.921426
2020,806,17449,26,2,4677.235274
2023,806,17449,29,2,9756.617404
2020,2312,56922,28,3,19713.97519
2022,2312,56922,30,2,19046.19746
2021,600,9203,32,2,3319.563419
2021,1103,26487,53,2,5575.733193
2019,600,13153,34,1,8937.493686
2022,600,13153,37,2,7874.914186
2022,600,13153,37,2,8472.941263
2017,871,30536,36,0,3719.793286
2023,1431,40488,42,5,6653.113824
2020,600,4583,48,2,5872.306129
2019,842,21519,35,1,4914.269011
2024,600,14092,41,5,4230.599287
2024,600,7474,51,4,10330.36566
2022,643,14378,39,1,4165.159774
2017,684,18000,32,2,2833.337893
2019,684,18000,34,1,1592.214173
2019,684,18000,34,1,1238.051372
2019,684,18000,34,1,63051.69205
2018,886,20887,54,2,12251.7299
2020,600,13435,36,1,1902.134413
2022,600,15142,34,4,2584.134408
2024,600,10732,52,3,1175.984386
2017,943,31671,20,0,16972.53352
2018,600,19423,38,2,1139.716163
2019,600,12562,51,0,2151.170272
2023,600,8747,34,4,13328.4764
2023,600,8747,34,4,861.9791277
2017,600,12980,44,1,12341.35481
2017,600,12980,44,1,27438.49128
2023,1959,53358,50,2,34220.96515
2016,2381,55751,36,1,10340.33416
2018,2381,55751,38,1,10615.05364
2018,2381,55751,38,1,10697.66764
2022,950,23288,32,5,3069.197436
2022,950,23288,32,5,7713.233948
2017,600,10419,28,1,2767.189167
2017,600,10419,28,1,18614.91921
2017,600,10419,28,1,15497.79791
2019,600,10419,30,1,5450.114385
2020,600,10419,31,0,14379.63323
2019,2184,54461,49,2,13980.24781
2017,1619,44013,39,1,26471.3012
2021,600,12747,22,3,10276.13274
2018,1520,39407,38,1,17578.86321
2023,739,17103,39,0,4239.046081
2024,739,17103,40,0,25435.23936
2018,600,15633,51,4,930.3110654
2018,600,15633,51,4,3974.694707
2017,600,21974,28,1,9210.556547
2018,600,21974,29,0,3070.926348
2019,600,21974,30,0,2787.626954
2021,600,21974,32,0,2282.482222
2021,600,15154,28,3,7417.670682
2021,600,15154,28,3,12942.1616
2022,600,15154,29,1,16437.34478
2022,600,15154,29,1,18065.34511
2019,1296,25486,36,2,29204.611
2020,1296,25486,37,0,6726.1022
2020,1296,25486,37,0,21782.77396
2021,1296,25486,38,0,3929.582376
2017,600,12655,31,1,15273.79236
2018,600,12655,32,0,3194.968153
2021,600,15404,26,0,13020.71213
2016,1023,29292,31,0,6631.664679
2022,685,18440,50,0,3458.239054
2017,600,13490,30,1,5785.04421
2017,600,13490,30,1,7416.906964
2017,600,13490,30,1,4077.567412
2023,600,11378,58,3,18573.23425
2020,1201,28368,21,3,5788.442475
2021,1201,28368,22,1,1154.32137
2021,1201,28368,22,1,21387.12361
2024,1201,28368,25,0,2768.074222
2023,707,15320,27,0,5720.041477
2023,1134,21187,52,3,12375.2407
2023,1663,45289,58,4,7984.81921
2024,1663,45289,59,3,36511.21071
2024,1663,45289,59,3,13054.51927
2024,600,8849,47,2,5208.166665
2024,860,20857,39,4,4747.906188
2023,600,15346,44,5,6878.430156
2019,600,11686,29,0,17340.86427
2024,600,11501,48,2,8506.911564
2021,1821,44629,46,4,2840.087951
2021,1821,44629,46,4,18857.69718
2024,600,14029,64,5,6247.022779
2019,715,21974,32,0,6717.33768
2019,3715,83804,21,1,19505.42141
2020,3715,83804,22,0,40246.81418
2020,3715,83804,22,0,48392.84419
2020,3715,83804,22,0,17240.55505
2020,3715,83804,22,0,6964.484132
2020,3715,83804,22,0,47165.72775
2020,3715,83804,22,0,42263.88909
2021,3715,83804,23,0,37370.3696
2021,3715,83804,23,0,65658.76048
2021,3715,83804,23,0,65354.35459
2021,3715,83804,23,0,59920.6835
2021,600,13701,49,3,5935.374797
2019,600,17399,46,2,11866.48484
2019,600,17399,46,2,14748.75632
2020,600,11808,42,1,9633.54999
2020,600,11808,42,1,17893.22583
2022,2099,51287,54,5,13118.9788
2018,1401,37740,46,1,7819.590346
2021,600,16263,60,4,12035.04825
2022,600,16263,61,2,4833.684519
2023,600,16263,62,0,7968.972307
2024,1430,35573,76,2,21751.01813
2018,600,8988,28,2,1860.124369
2018,600,8988,28,2,2233.152739
2019,600,8988,29,0,1226.912653
2020,600,8988,30,0,2748.056247
2020,600,8988,30,0,4801.300029
2023,600,10877,57,5,24817.25238
2018,600,10886,29,2,6188.549565
2021,600,10886,32,1,4464.938124
2024,600,10886,35,2,7269.990146
2019,600,13708,22,1,15844.25804
2024,1050,23620,50,3,8923.77424
2019,600,15700,40,3,11588.7385
2021,600,15700,42,2,16511.06189
2024,761,15681,53,5,3052.518378
2024,761,15681,53,5,8218.062919
2021,715,14804,24,3,6885.490653
2021,715,14804,24,3,21527.62605
2021,715,14804,24,3,8731.751316
2022,715,14804,25,1,28493.92692
2022,715,14804,25,1,10265.97196
2024,715,14804,27,1,3694.332444
2020,600,11688,33,0,4313.256856
2021,600,11688,34,0,11225.8913
2021,600,14291,53,2,10276.19429
2022,1194,33758,44,5,5079.402453
2022,1194,33758,44,5,11821.01689
2023,1194,33758,45,3,3412.401419
2024,1200,33842,52,5,11210.66941
2019,737,18308,31,3,23777.46665
2024,1391,32983,74,4,7273.685786
2022,600,13618,40,3,4771.160047
2022,600,13618,40,3,11064.17225
2020,600,12033,49,0,2193.519088
2021,600,12033,50,0,18819.22929
2022,600,12673,43,2,7540.63429
2017,1125,24674,36,1,4039.928636
2019,1458,33478,39,2,21304.50473
2020,1458,33478,40,0,15227.37268
2020,872,22108,21,2,16753.27694
2023,872,22108,24,2,4717.315505
2022,698,19611,47,4,8383.068208
2024,698,19611,49,3,23826.12445
2017,2223,51123,30,1,31494.01399
2018,2223,51123,31,0,11322.92852
2020,2223,51123,33,1,1395.540137
2023,600,13217,49,4,6231.534069
2020,600,6170,39,5,12881.86968
2017,600,12525,77,3,7149.192885
2018,600,12525,78,1,10486.63231
2020,600,12525,80,1,14970.62128
2021,600,12525,81,0,4199.580874
2021,3483,80872,45,1,978.2203065
2016,600,9110,30,0,4554.940472
2016,1917,43172,33,2,36140.09837
2018,1917,43172,35,1,15567.52807
2018,1917,43172,35,1,4833.055949
2019,1917,43172,36,0,10637.24106
2020,1917,43172,37,0,7993.861039
2018,600,7421,42,4,3464.577751
2020,600,7421,44,3,11048.70959
2020,600,7421,44,3,11639.56545
2021,600,7421,45,1,13529.08233
2022,600,7421,46,0,8906.608987
2022,600,7421,46,0,11947.52035
2024,1348,34598,37,4,8439.525723
2022,652,11982,46,5,3792.270368
2022,600,11550,50,2,60118.69713
2016,600,14216,21,1,7303.164558
2018,600,14216,23,1,29554.88985
2018,600,8232,47,2,2991.608926
2019,600,15423,52,3,10408.4033
2024,695,14042,48,4,4376.552967
2019,608,14724,40,1,3991.808884
2021,5093,113297,48,1,39739.80713
2016,600,11677,33,0,13632.31902
2017,600,11677,34,0,9653.2091
2017,600,11677,34,0,3968.465601
2021,600,14339,24,2,13572.49567
2021,600,14339,24,2,12321.19154
2021,600,14339,24,2,8992.37038
2021,600,14339,24,2,4778.360472
2021,600,14339,24,2,5648.150535
2021,600,14339,24,2,3961.691618
2022,1073,28031,36,2,12344.30612
2023,1408,34559,59,4,27282.46435
2021,600,13642,31,2,20363.60021
2020,642,17000,55,2,4539.433707
2022,600,15274,53,4,4616.306798
2024,600,15274,55,3,21808.84776
2023,4785,65000,49,2,10991.87465
2023,4785,65000,49,2,4676.037109
2017,600,19005,49,3,7503.698747
2017,600,16453,47,2,13306.63712
2018,600,16453,48,0,4846.728519
2024,600,14499,30,5,17912.44981
2019,1176,31225,30,2,39095.13263
2019,740,20019,41,1,3080.972799
2020,740,20019,42,0,26444.31738
2021,740,20019,43,0,8204.514866
2021,600,10847,38,0,1072.507135
2024,600,10847,41,2,432.7166394
2024,627,20890,42,2,7437.017888
2022,963,23915,36,1,11207.46287
2018,600,8345,40,2,12200.6715
2018,600,8345,40,2,4174.321967
2021,600,10542,32,4,6275.4559
2024,600,10542,35,4,18306.47714
2018,1060,26626,27,0,12889.99849
2018,1060,26626,27,0,37716.54335
2023,600,16044,42,3,4212.494473
2024,600,16044,43,1,5291.407944
2019,600,17018,40,2,23750.17182
2024,754,22057,28,3,5112.748146
2020,600,7465,22,1,21870.36095
2021,600,10184,29,2,14230.88839
2018,2110,45761,24,2,10007.91752
2020,2110,45761,26,1,3811.08628
2020,2110,45761,26,1,17896.09398
2022,2110,45761,28,1,6207.874516
2022,2110,45761,28,1,5726.583008
2022,2110,45761,28,1,1510.934078
2024,2110,45761,30,1,11393.05295
2020,776,26883,39,2,26135.42445
2024,3724,85788,51,3,25805.093
2024,3724,85788,51,3,32458.71277
2022,600,10990,45,3,2932.687437
2023,600,10990,46,1,6426.081372
2020,600,12697,36,3,5211.746103
2024,600,12697,40,4,502.2501988
2024,600,12697,40,2,11433.3259
2022,600,8137,30,2,11887.05607
2023,600,8137,31,0,29205.97536
2018,600,10735,50,2,3415.427479
2019,600,10735,51,0,8770.057836
2018,600,14708,39,2,4260.82377
2019,600,14708,40,0,5738.790914
2021,600,14708,42,1,7947.627368
2021,600,14708,42,1,3906.304329
2023,600,14708,44,1,5191.586247
2021,1143,29826,32,3,651.8813935
2023,1143,29826,34,2,3861.467936
2020,600,15656,58,2,3559.108819
2020,600,15489,59,4,12710.98773
2022,600,14508,40,4,9490.821078
2018,600,15236,50,2,6128.575258
2022,1155,36849,25,1,53544.40098
2022,1155,36849,25,1,15240.44782
2022,1155,36849,25,1,21161.98195
2022,1155,36849,25,1,10138.56727
2022,600,14686,41,2,21624.00233
2024,1550,35190,46,0,2499.124478
2019,600,11537,32,2,10024.62432
2019,1082,25160,42,2,6676.988702
2022,1082,25160,45,2,6256.871115
2022,600,12447,52,2,946.4995574
2018,718,16882,55,3,9103.182093
2019,718,16882,56,1,12425.80328
2021,718,16882,58,1,35132.77554
2021,718,16882,58,1,7825.47383
2023,718,16882,60,1,8836.61189
2024,3072,65000,67,2,3945.722796
2024,3072,65000,67,2,6931.699004
2024,3072,65000,67,2,9368.97827
2017,600,14785,52,3,1795.327376
2019,600,14785,54,2,13923.58236
2017,1282,38463,51,3,3235.358895
